DATAFLOW,REF_AREA: Reference area,FREQ: Frequency of observation,MEASURE: Measure,UNIT_MEASURE: Unit of measure,DURATION: Duration,HEAT_STRESS: Heat stress thresholds,RET_PERIOD: Return periods,HURRICANE_WIND_SCALE: Hurricane wind scale thresholds,TIME_PERIOD: Time period,OBS_VALUE,OBS_STATUS: Observation status,UNIT_MULT: Unit multiplier,DECIMALS: Decimals
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),HTI: Haiti,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_25: 25 years,_Z: Not applicable,2001,0.028083186,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),HTI: Haiti,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_25: 25 years,_Z: Not applicable,2002,0.028083186,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),HTI: Haiti,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_25: 25 years,_Z: Not applicable,2003,0.028083186,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),HTI: Haiti,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_25: 25 years,_Z: Not applicable,2004,0.028083186,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),HTI: Haiti,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_25: 25 years,_Z: Not applicable,2005,0.028083186,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),HTI: Haiti,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_25: 25 years,_Z: Not applicable,2006,0.028083186,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),HTI: Haiti,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_25: 25 years,_Z: Not applicable,2007,0.028083186,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),HTI: Haiti,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_25: 25 years,_Z: Not applicable,2008,0.028083186,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),HTI: Haiti,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_25: 25 years,_Z: Not applicable,2009,0.028083186,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),HTI: Haiti,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_25: 25 years,_Z: Not applicable,2010,0.028083186,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),HTI: Haiti,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_25: 25 years,_Z: Not applicable,2011,0.028083186,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),HTI: Haiti,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_25: 25 years,_Z: Not applicable,2012,0.028083186,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),HTI: Haiti,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_25: 25 years,_Z: Not applicable,2013,0.028083186,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),HTI: Haiti,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_25: 25 years,_Z: Not applicable,2014,0.028083186,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),HTI: Haiti,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_25: 25 years,_Z: Not applicable,2015,0.028083186,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),HTI: Haiti,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_25: 25 years,_Z: Not applicable,2016,0.028083186,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),HTI: Haiti,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_25: 25 years,_Z: Not applicable,2017,0.028083186,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),HTI: Haiti,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_25: 25 years,_Z: Not applicable,2018,0.028083186,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),HTI: Haiti,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_25: 25 years,_Z: Not applicable,2019,0.028083186,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),HTI: Haiti,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_25: 25 years,_Z: Not applicable,2020,0.028083186,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),AU3: Queensland,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2000,0.3336902,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),AU3: Queensland,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2001,0.3336902,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),AU3: Queensland,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2002,0.3336902,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),AU3: Queensland,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2003,0.3336902,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),AU3: Queensland,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2004,0.3336902,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),AU3: Queensland,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2005,0.3336902,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),AU3: Queensland,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2006,0.3336902,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),AU3: Queensland,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2007,0.3336902,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),AU3: Queensland,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2008,0.3336902,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),AU3: Queensland,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2009,0.3336902,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),AU3: Queensland,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2010,0.3336902,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),AU3: Queensland,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2011,0.3336902,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),AU3: Queensland,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2012,0.3336902,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),AU3: Queensland,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2013,0.3336902,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),AU3: Queensland,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2014,0.3336902,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),AU3: Queensland,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2015,0.3336902,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),AU3: Queensland,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2016,0.3336902,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),AU3: Queensland,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2017,0.3336902,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),AU3: Queensland,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2018,0.3336902,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),AU3: Queensland,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2019,0.3336902,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),AU3: Queensland,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2020,0.3336902,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),GGY: Bailiwick of Guernsey,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2000,15.23187648,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),GGY: Bailiwick of Guernsey,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2001,15.23187648,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),GGY: Bailiwick of Guernsey,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2002,15.23187648,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),GGY: Bailiwick of Guernsey,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2003,15.23187648,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),GGY: Bailiwick of Guernsey,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2004,15.23187648,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),GGY: Bailiwick of Guernsey,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2005,15.23187648,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),GGY: Bailiwick of Guernsey,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2006,15.23187648,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),GGY: Bailiwick of Guernsey,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2007,15.23187648,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),GGY: Bailiwick of Guernsey,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2008,15.23187648,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),GGY: Bailiwick of Guernsey,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2009,15.23187648,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),GGY: Bailiwick of Guernsey,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2010,15.23187648,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),GGY: Bailiwick of Guernsey,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2011,15.23187648,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),GGY: Bailiwick of Guernsey,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2012,15.23187648,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),GGY: Bailiwick of Guernsey,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2013,15.23187648,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),GGY: Bailiwick of Guernsey,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2014,15.23187648,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),GGY: Bailiwick of Guernsey,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2015,15.23187648,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),GGY: Bailiwick of Guernsey,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2016,15.23187648,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),GGY: Bailiwick of Guernsey,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2017,15.23187648,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),GGY: Bailiwick of Guernsey,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2018,15.23187648,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),GGY: Bailiwick of Guernsey,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2019,15.23187648,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),GGY: Bailiwick of Guernsey,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_10: 10 years,_Z: Not applicable,2020,15.23187648,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),IMN: Isle of Man,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_50: 50 years,_Z: Not applicable,2000,0.925443372,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),IMN: Isle of Man,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_50: 50 years,_Z: Not applicable,2001,0.925443372,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),IMN: Isle of Man,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_50: 50 years,_Z: Not applicable,2002,0.925443372,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),IMN: Isle of Man,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_50: 50 years,_Z: Not applicable,2003,0.925443372,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),IMN: Isle of Man,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_50: 50 years,_Z: Not applicable,2004,0.925443372,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),IMN: Isle of Man,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_50: 50 years,_Z: Not applicable,2005,0.925443372,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),IMN: Isle of Man,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_50: 50 years,_Z: Not applicable,2006,0.925443372,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),IMN: Isle of Man,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_50: 50 years,_Z: Not applicable,2007,0.925443372,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),IMN: Isle of Man,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_50: 50 years,_Z: Not applicable,2008,0.925443372,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),IMN: Isle of Man,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_50: 50 years,_Z: Not applicable,2009,0.925443372,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),IMN: Isle of Man,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_50: 50 years,_Z: Not applicable,2010,0.925443372,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),IMN: Isle of Man,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_50: 50 years,_Z: Not applicable,2011,0.925443372,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),IMN: Isle of Man,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_50: 50 years,_Z: Not applicable,2012,0.925443372,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),IMN: Isle of Man,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_50: 50 years,_Z: Not applicable,2013,0.925443372,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),IMN: Isle of Man,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_50: 50 years,_Z: Not applicable,2014,0.925443372,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),IMN: Isle of Man,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_50: 50 years,_Z: Not applicable,2015,0.925443372,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),IMN: Isle of Man,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_50: 50 years,_Z: Not applicable,2016,0.925443372,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),IMN: Isle of Man,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_50: 50 years,_Z: Not applicable,2017,0.925443372,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),IMN: Isle of Man,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_50: 50 years,_Z: Not applicable,2018,0.925443372,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),IMN: Isle of Man,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_50: 50 years,_Z: Not applicable,2019,0.925443372,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),IMN: Isle of Man,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_50: 50 years,_Z: Not applicable,2020,0.925443372,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),USA: United States,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_100: 100 years,_Z: Not applicable,2000,0.511849617,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),USA: United States,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_100: 100 years,_Z: Not applicable,2001,0.511849617,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),USA: United States,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_100: 100 years,_Z: Not applicable,2002,0.511849617,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),USA: United States,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_100: 100 years,_Z: Not applicable,2003,0.511849617,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),USA: United States,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_100: 100 years,_Z: Not applicable,2004,0.511849617,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),USA: United States,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_100: 100 years,_Z: Not applicable,2005,0.511849617,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),USA: United States,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_100: 100 years,_Z: Not applicable,2006,0.511849617,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),USA: United States,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_100: 100 years,_Z: Not applicable,2007,0.511849617,,0: Units,2: Two
OECD.ENV.EPI:DSD_ECH@COAS_FLOOD(1.0),USA: United States,A: Annual,CF_LAND_IND: Land exposure to coastal flooding,PT_LAR: Percentage of land area,_Z: Not applicable,_Z: Not applicable,Y_100: 100 years,_Z: Not applicable,2008,0.511849617,,0: Units,2: Two
